"Date","State","City","Cause","Description","Gender","Age","Age demographic","MFI","Disability","Residential building type","Smoke alarms","Media URL"
"07/22/2021","NY","New York","Under investigation","A man died in an apartment fire.","Male","Unknown","Unknown","","N","Multifamily","Not reported","https://www.nydailynews.com/new-york/ny-fatal-harlem-apartment-fire-20210722-udfiurgvl5abjgur6xnpdnfx7y-story.html"
"07/20/2021","NY","Buffalo","Under investigation","A person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://news.yahoo.com/1-person-dead-apparent-gas-141922188.html"
"07/12/2021","NY","South Blooming Grove","Under investigation","A 52-year-old man died in a house fire.","Male","52","Unknown","","N","1 & 2 family
","Not reported","https://bronx.news12.com/police-man-killed-in-south-blooming-grove-house-fire"
"07/11/2021","NY","New York City","Open flame","A 9-year-old boy died in a house fire.","Male","9","Children (14 and under)","","N","1 & 2 family
","Not reported","https://people.com/human-interest/9-year-old-boy-killed-nyc-house-fire-reportedly-sparked-by-candles-lit-for-religious-ceremony/"
"06/30/2021","NY","Hampton Bays (Suffolk County)","Under investigation","A 71-year-old man died in a house fire.","Male","71","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://nypost.com/2021/06/30/suspicious-house-fire-in-the-hamptons-kills-71-year-old-man/"
"06/23/2021","NY","Buffalo","Under investigation","A man died in a house fire.","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.wivb.com/news/local-news/one-person-dead-in-greenwood-avenue-fire/"
"06/23/2021","NY","Shortsville","Under investigation","A 15-year-old boy died in a house fire.","Male","15","Unknown","","N","1 & 2 family
","Not reported","https://13wham.com/news/local/teen-hospitalized-after-shortsville-fire-dies-palmyra-street"
"06/10/2021","NY","Montgomery","Under investigation","A man died in a house fire.","Male","Unknown","Unknown","","N","Not reported","Not reported","https://www.recordonline.com/story/news/2021/06/10/fatal-house-fire-montgomery/7644925002/"
"06/05/2021","NY","Walworth","Under investigation","One person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://fingerlakes1.com/2021/06/06/fatal-fire-under-investigation-in-walworth/"
"05/31/2021","NY","Rochester","Under investigation","A 12-year-old boy died in a house fire.","Male","12","Children (14 and under)","","N","1 & 2 family
","Not reported","https://www.democratandchronicle.com/story/news/2021/05/31/rochester-house-fire-hague-street-kills-12-year-old-boy/5281867001/"
"05/27/2021","NY","Queens","Under investigation","A 63 year-old man died during an apartment fire.","Male","63","Unknown","","Y","Multifamily","Not reported","https://www.nydailynews.com/new-york/nyc-crime/ny-queens-fatal-fire-20210528-arggo6zayvf4hpm7mcogw5ecsm-story.html"
"05/19/2021","NY","Bed-Stuy","Under investigation","A 15-year-old boy died in an apartment fire.","Male","15","Unknown","","N","Multifamily","Not reported","https://bronx.news12.com/fdny-bed-stuy-fire-leaves-1-dead"
"05/15/2021","NY","Winthrop","Under investigation","A man died during a kitchen fire in his home.","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.wwnytv.com/2021/05/15/man-is-dead-following-fire-winthrop-saturday/"
"05/13/2021","NY","Princetown","Under investigation","A 71 year old woman died during a house fire.","Female","71","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.news10.com/news/schenectady-county/woman-dies-in-princetown-fire/"
"05/12/2021","NY","Yates County","Under investigation","A 65-year-old man died in a mobile home fire.","Male","65","Older adults (65 and older)","","N","1 & 2 family mobile","Not reported","https://www.chronicle-express.com/story/news/2021/05/12/fatal-fire-italy-trailer-park/5059544001/"
"05/06/2021","NY","Garden City","Smoking","A mother, father and 18 year-old daughter died in a house fire.","Female","18","Unknown","1 of 3","N","1 & 2 family
","Present/not working","https://gardencity-life.com/2021/06/02/cause-of-deadly-house-fire-revealed/"
"05/06/2021","NY","Garden City","Smoking","A mother, father and 18 year-old daughter died in a house fire.","Male","62","Unknown","2 of 3","N","1 & 2 family
","Present/not working","https://gardencity-life.com/2021/06/02/cause-of-deadly-house-fire-revealed/"
"05/06/2021","NY","Garden City","Smoking","A mother, father and 18 year-old daughter died in a house fire.","Female","60","Unknown","3 of 3","N","1 & 2 family
","Present/not working","https://gardencity-life.com/2021/06/02/cause-of-deadly-house-fire-revealed/"
"05/06/2021","NY","Lisle","Under investigation","A 71 year-old woman died during a mobile home fire.","Female","71","Older adults (65 and older)","","N","1 & 2 family mobile","Not reported","https://www.pressconnects.com/story/news/public-safety/2021/05/06/fatal-fire-lisle-woman-71-dies-mobile-home-blaze-caldwell-hill-road/4978602001/"
"05/05/2021","NY","Bronx, New York City","Electrical malfunction
","A 91-year-old woman died in an apartment fire.","Female","91","Older adults (65 and older)","","N","Multifamily","Not reported","https://pix11.com/news/local-news/bronx/large-bronx-apartment-fire-may-5-2021/"
"04/29/2021","NY","Buffalo","Under investigation","A 66-year-old man died in a house fire.","Male","66","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.wkbw.com/news/local-news/man-killed-after-fire-tears-through-buffalo-home"
"04/25/2021","NY","Troy","Under investigation","A 7-year-old boy died in a house fire.","Male","7","Children (14 and under)","","N","Not reported","Not reported","https://www.timesunion.com/news/article/Child-killed-in-Troy-fire-20-people-displaced-16127402.php"
"04/21/2021","NY","Manhattan","Electrical malfunction
","An 83-year-old man died in an apartment fire. An 81-year-old man died on 4/22/21 from injuries sustained in this fire.","Male","83","Older adults (65 and older)","1 of 2","N","Multifamily","Not reported","https://abc7ny.com/upper-east-side-fire-manhattan-building-apartment/10533962/"
"04/21/2021","NY","Manhattan","Electrical malfunction
","An 83-year-old man died in an apartment fire. An 81-year-old man died on 4/22/21 from injuries sustained in this fire.","Male","81","Older adults (65 and older)","2 of 2","N","Multifamily","Not reported","https://abc7ny.com/upper-east-side-fire-manhattan-building-apartment/10533962/"
"04/17/2021","NY","Bethlehem","Under investigation","A person died during a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.timesunion.com/news/article/Fire-engulfs-Delmar-residence-16108309.php"
"04/10/2021","NY","Levittown, Long Island","Under investigation","A 61 year-old woman died during a house fire.","Female","61","Unknown","","N","1 & 2 family
","Not reported","https://pix11.com/news/local-news/long-island/woman-dead-in-levittown-house-fire-officials/"
"04/10/2021","NY","West Hurley","Under investigation","An 85 year-old man died during a house fire.","Male","85","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.dailyfreeman.com/news/crime-and-public-safety/house-fire-claims-life-of-west-hurley-man-85/article_9a953d10-9a32-11eb-8837-a7fbf2118ea8.html"
"04/06/2021","NY","Cuyler","Under investigation","A 65-year-old man died in a house fire.","Male","65","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://wbng.com/2021/04/06/state-police-identify-victim-cortland-county-fire/"
"04/03/2021","NY","Arlington","Cooking","A 60-year-old man died in an apartment fire.","Male","60","Unknown","","N","Multifamily","Not reported","https://midhudsonnews.com/2021/04/06/fatal-arlington-fire-started-in-kitchen/"
"03/27/2021","NY","Niagra Falls","Under investigation","A 23-year-old man died in a house fire.","Male","23","Unknown","","N","1 & 2 family
","Not reported","https://www.phillyvoice.com/patrick-romano-niagara-university-house-fire-new-york-hockey/"
"03/20/2021","NY","Caledonia","Under investigation","A 21-year-old woman died in a house fire.","Female","21","Unknown","","N","1 & 2 family
","Not reported","https://spectrumlocalnews.com/nys/rochester/public-safety/2021/03/21/fire-crews-battle-blaze-on-caledonia-avon-road-"
"03/16/2021","NY","Manhattan","Under investigation","A 94-year-old woman died in an apartment fire.","Female","94","Older adults (65 and older)","","N","Multifamily","Not reported","https://www.amny.com/news/early-morning-manhattan-fire-kills-one-injures-two-others-fdny/"
"03/15/2021","NY","Saranac Lake (Essex County)","Other unintentional/careless
","A 77 year old woman died in a house fire.","Female","77","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.pressrepublican.com/news/local_news/woman-dies-in-saranac-lake-fire/article_3fca94c5-3df1-51a0-af83-6f2d6b86d9f9.html"
"03/10/2021","NY","Gordon Heights, Suffolk County","Under investigation","A child died in a house fire.","Female","1","Children (14 and under)","","N","1 & 2 family
","Not reported","https://abc7ny.com/gordon-heights-fire-suffolk-county-medford-long-island/10402830/"
"03/09/2021","NY","Bronx","Under investigation","A person died in an apartment fire.","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","https://pix11.com/news/local-news/bronx/1-civilian-dead-4-firefighters-injured-in-bronx-apartment-fire-fdny/"
"03/07/2021","NY","Corning","Under investigation","One person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://whcuradio.com/news/025520-one-dead-in-corning-house-fire/"
"03/06/2021","NY","Corning","Under investigation","A 71 year old man died in a house fire.","Male","71","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.weny.com/story/43456937/one-person-killed-in-a-house-fire-in-corning"
"03/05/2021","NY","East Village, Manhattan","Equipment malfunction
","An 80 year-old woman died during an apartment fire.","Female","80","Older adults (65 and older)","","N","Multifamily","Not reported","https://abc7ny.com/80-year-old-woman-killed-in-east-village-fire/10390540/"
"03/03/2021","NY","Manhattan","Under investigation","A 73-year-old woman died in an apartment fire.","Female","73","Older adults (65 and older)","","N","Multifamily","Not reported","https://www.radio.com/1010wins/news/woman-73-dies-in-apartment-fire-in-manhattan"
"03/02/2021","NY","Buffalo","Under investigation","A man died in a house fire.","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.wivb.com/news/man-found-dead-after-fire-in-buffalos-riverside-neighborhood/"
"02/27/2021","NY","West Monroe","Under investigation","A 20-year-old man died in a mobile home fire.","Male","20","Unknown","","N","1 & 2 family mobile","Not reported","http://www.oswegocountynewsnow.com/news/troopers-identify-victim-of-fatal-weekend-fire-in-west-monroe/article_a0d969fa-7ba4-11eb-901a-7333b5d3809e.html"
"02/19/2021","NY","Rochester","Under investigation","One person died in an apartment fire.","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","https://spectrumlocalnews.com/nys/rochester/public-safety/2021/02/20/rfd--1-dead-after-st--paul-street-fire"
"02/17/2021","NY","New York","Under investigation","A 72-year-old woman died in an apartment fire.","Female","72","Older adults (65 and older)","","N","Multifamily","Not reported","https://www.nydailynews.com/new-york/nyc-crime/ny-fatal-fire-manhattan-20210218-ylc55srcoff5xkiqkvahsiompq-story.html"
"02/15/2021","NY","Queens, New York","Under investigation","A 65-year-old man and a 6-year-old boy died in a house fire.","Male","65","Older adults (65 and older)","1 of 2","N","1 & 2 family
","Not reported","https://www.usnews.com/news/best-states/new-york/articles/2021-02-15/queens-home-fire-kills-man-and-boy-6-burns-another-boy"
"02/15/2021","NY","Queens, New York","Under investigation","A 65-year-old man and a 6-year-old boy died in a house fire.","Male","6","Children (14 and under)","2 of 2","N","1 & 2 family
","Not reported","https://www.usnews.com/news/best-states/new-york/articles/2021-02-15/queens-home-fire-kills-man-and-boy-6-burns-another-boy"
"02/14/2021","NY","Hudson","Under investigation","A 46-year-old woman died in an apartment fire.","Female","46","Unknown","","N","Multifamily","Not reported","https://www.hudsonvalley360.com/news/columbiacounty/police-hudson-apartment-fire-turns-fatal/article_b465a843-e849-5f45-81da-e8f32d4d280c.html"
"02/13/2021","NY","Ripley","Under investigation","A 63-year-old man died in a house fire.","Male","63","Unknown","","N","Not reported","Not reported","https://www.erienewsnow.com/story/43345278/homeowner-found-dead-following-saturday-morning-fire-in-ripley"
"02/12/2021","NY","West Almond","Under investigation","A 79-year-old woman died in a house fire.","Female","79","Older adults (65 and older)","","N","1 & 2 family mobile","Not reported","https://www.eveningtribune.com/story/news/2021/02/12/one-killed-overnight-fire-collapses-residence-west-almond/6737718002/"
"01/30/2021","NY","Amsterdam","Under investigation","A person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://dailygazette.com/2021/01/31/investigation-into-fatal-saturday-amsterdam-fire-continues-house-slated-for-demolition/"
"01/24/2021","NY","PIERREPONT","Under investigation","A 64-year-old man and a 62-year-old woman died in a house fire.","Female","62","Unknown","1 of 2","N","1 & 2 family
","Not reported","https://www.news10.com/news/ny-news/2-dead-in-st-lawrence-county-house-fire/"
"01/24/2021","NY","PIERREPONT","Under investigation","A 64-year-old man and a 62-year-old woman died in a house fire.","Male","64","Unknown","2 of 2","N","1 & 2 family
","Not reported","https://www.news10.com/news/ny-news/2-dead-in-st-lawrence-county-house-fire/"
"01/20/2021","NY","Queens","Under investigation","A 56-year-old man died in a house fire.","Male","56","Unknown","","N","1 & 2 family
","Not reported","https://abc7ny.com/queens-fatal-fire-rosedale-148th-avenue-new-york/9866618/"
